Aroma,Flavor,Aftertaste,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Acidity
7.33,7.33,7.25,7.17,7.17,10.0,10.0,10.0,7.25,7.25
7.58,7.33,7.42,7.5,7.5,9.33,9.33,10.0,7.5,7.25
7.42,7.0,7.42,7.08,7.33,10.0,10.0,10.0,7.25,7.25
7.08,7.33,7.17,7.33,7.67,10.0,10.0,10.0,6.92,7.25
7.33,7.08,7.08,7.42,7.33,10.0,10.0,10.0,7.33,7.08
7.58,7.42,7.0,7.5,7.5,9.33,9.33,10.0,7.33,7.67
7.67,7.42,6.83,7.42,7.17,10.0,10.0,10.0,7.0,7.17
7.83,7.5,7.67,7.83,7.5,6.67,10.0,10.0,8.0,7.67
7.5,7.25,7.17,7.25,7.17,10.0,10.0,10.0,7.17,7.17
7.25,7.17,7.17,7.17,7.42,10.0,10.0,10.0,7.25,7.25
7.67,7.5,7.42,7.5,7.75,10.0,10.0,6.67,8.5,7.67
7.67,7.17,7.0,7.0,7.0,10.0,10.0,10.0,7.33,7.5
7.0,7.33,7.5,7.0,7.33,10.0,10.0,10.0,7.17,7.33
7.0,7.5,7.33,7.17,7.17,10.0,10.0,10.0,7.33,7.17
7.17,7.25,7.08,7.08,7.42,10.0,10.0,10.0,7.25,7.42
7.33,7.25,7.33,7.58,7.25,9.33,10.0,10.0,7.42,7.08
7.08,7.5,7.0,7.42,7.0,10.0,10.0,10.0,7.33,7.25
7.25,7.08,7.08,7.33,7.25,10.0,10.0,10.0,7.25,7.33
7.42,7.25,7.33,7.08,7.25,10.0,10.0,10.0,7.25,7.0
7.5,7.17,7.0,7.33,7.0,10.0,10.0,10.0,7.17,7.42
7.17,7.42,6.83,7.17,7.25,10.0,10.0,10.0,7.25,7.5
7.42,7.58,7.5,7.83,7.83,8.67,8.67,9.33,7.83,7.92
7.08,7.25,7.0,7.08,7.33,10.0,10.0,10.0,7.33,7.5
7.17,7.17,7.17,7.17,7.25,10.0,10.0,10.0,7.17,7.42
7.33,7.25,7.08,7.25,7.17,10.0,10.0,10.0,7.25,7.17
7.58,7.33,7.0,7.33,7.08,10.0,10.0,10.0,7.0,7.17
7.25,7.25,7.17,7.25,7.17,10.0,10.0,10.0,7.25,7.17
7.25,7.33,7.17,7.33,7.25,9.33,10.0,10.0,7.33,7.5
7.17,7.33,7.17,7.25,7.08,10.0,10.0,10.0,7.08,7.42
7.5,7.17,6.83,7.17,7.17,10.0,10.0,10.0,7.17,7.5
7.42,7.42,7.08,7.67,7.5,9.33,9.33,10.0,7.42,7.33
7.42,7.33,7.33,7.58,7.42,8.67,10.0,10.0,7.17,7.58
7.5,7.5,7.0,7.17,7.0,10.0,10.0,10.0,6.67,7.67
7.25,7.25,7.08,7.25,7.17,10.0,10.0,10.0,7.17,7.33
7.25,7.42,7.0,7.33,7.0,10.0,10.0,10.0,7.0,7.42
7.58,7.17,7.17,7.17,7.17,10.0,10.0,10.0,7.0,7.17
7.33,7.17,7.08,7.33,7.17,10.0,10.0,10.0,7.25,7.08
7.25,7.08,7.25,7.33,7.17,10.0,10.0,10.0,7.17,7.17
7.25,7.25,7.17,7.25,7.25,10.0,10.0,10.0,7.0,7.25
6.92,7.17,7.08,7.33,7.17,10.0,10.0,10.0,7.25,7.5
7.42,7.08,7.08,7.25,7.17,10.0,10.0,10.0,7.08,7.33
7.08,7.25,7.17,7.08,7.08,10.0,10.0,10.0,7.33,7.33
7.25,7.17,7.0,7.42,7.08,10.0,10.0,10.0,7.17,7.25
7.25,7.17,7.25,7.25,7.08,10.0,10.0,10.0,7.08,7.25
7.25,7.25,7.08,7.25,7.25,10.0,10.0,10.0,7.0,7.25
7.33,7.33,6.83,7.0,7.17,10.0,10.0,10.0,7.17,7.5
7.25,7.08,7.08,7.33,7.17,10.0,10.0,10.0,7.08,7.33
7.17,7.5,6.92,7.67,7.33,9.33,10.0,10.0,7.08,7.33
7.25,7.25,7.25,7.5,8.0,9.33,9.33,10.0,7.08,7.33
7.17,7.33,7.42,7.0,7.0,10.0,10.0,10.0,7.25,7.08
7.25,7.25,7.0,7.42,7.0,10.0,10.0,10.0,7.33,7.0
7.25,7.17,7.0,7.33,7.0,10.0,10.0,10.0,7.17,7.33
8.0,7.08,7.0,7.08,6.92,10.0,10.0,10.0,6.83,7.33
7.42,7.0,7.08,7.17,7.33,10.0,10.0,10.0,7.25,7.0
7.08,6.92,7.0,7.5,7.25,10.0,10.0,10.0,7.25,7.25
7.5,7.08,7.67,7.42,7.58,9.33,9.33,9.33,7.33,7.67
7.42,8.0,7.83,8.08,7.58,8.67,8.67,8.67,7.58,7.75
7.25,7.08,7.25,7.17,7.25,10.0,10.0,10.0,7.0,7.25
7.0,7.17,7.33,7.0,7.17,10.0,10.0,10.0,7.25,7.33
7.58,7.33,7.17,6.75,7.0,10.0,10.0,10.0,7.17,7.25
7.42,7.25,7.25,7.42,7.33,8.67,10.0,10.0,7.25,7.58
7.17,7.08,7.08,7.25,7.08,10.0,10.0,10.0,7.17,7.33
7.25,7.25,7.0,7.08,7.08,10.0,10.0,10.0,7.33,7.17
7.33,7.33,7.0,7.17,7.17,10.0,10.0,10.0,7.0,7.17
7.33,7.08,6.92,7.25,7.08,10.0,10.0,10.0,7.08,7.42
7.58,7.42,7.33,7.08,7.17,8.67,10.0,10.0,7.42,7.5
7.33,7.33,7.17,7.25,7.0,10.0,10.0,10.0,7.0,7.08
7.33,7.33,7.0,7.0,7.0,10.0,10.0,10.0,7.17,7.33
7.58,7.5,7.33,7.67,7.33,9.33,9.33,9.33,7.42,7.33
7.17,7.17,7.0,7.25,7.25,10.0,10.0,10.0,7.08,7.17
7.42,7.25,7.25,7.0,7.0,10.0,10.0,10.0,7.0,7.17
7.25,7.17,6.92,7.17,7.25,10.0,10.0,10.0,7.08,7.25
7.25,7.25,7.25,7.08,7.0,10.0,10.0,10.0,7.0,7.25
7.25,7.25,7.25,7.25,7.08,10.0,10.0,10.0,7.0,7.0
7.25,7.25,7.25,7.17,7.08,10.0,10.0,10.0,7.0,7.08
7.33,7.17,7.25,7.08,7.08,10.0,10.0,10.0,7.08,7.08
7.25,7.08,7.0,7.33,7.17,10.0,10.0,10.0,7.08,7.17
7.33,7.08,6.92,7.42,7.17,10.0,10.0,10.0,7.0,7.08
7.17,7.33,7.0,7.17,7.0,10.0,10.0,10.0,6.92,7.42
7.58,7.75,7.42,7.5,7.5,8.67,8.67,10.0,7.42,7.5
7.25,7.25,7.25,7.25,7.0,10.0,10.0,10.0,7.0,7.0
7.33,6.67,7.08,7.42,7.08,10.0,10.0,10.0,7.0,7.42
7.25,7.25,7.08,7.33,7.33,9.33,10.0,10.0,7.25,7.17
7.08,7.33,7.0,7.08,7.0,10.0,10.0,10.0,7.17,7.33
7.42,7.42,7.5,7.75,7.58,8.67,9.33,8.67,7.75,7.92
7.83,7.67,7.58,7.83,7.17,6.67,10.0,10.0,7.42,7.75
7.5,7.0,7.0,7.33,7.17,10.0,10.0,10.0,7.0,6.92
7.33,7.08,7.08,7.42,7.17,9.33,10.0,10.0,7.17,7.33
7.17,7.17,6.92,7.33,7.08,10.0,10.0,10.0,7.0,7.25
7.5,7.17,7.0,7.25,7.08,10.0,10.0,10.0,6.75,7.17
7.17,7.08,7.08,7.5,7.33,9.33,10.0,10.0,7.33,7.08
7.33,7.25,7.0,7.17,7.17,9.33,10.0,10.0,7.25,7.42
7.17,7.33,7.08,7.33,7.08,10.0,9.33,10.0,7.0,7.58
7.5,7.42,7.58,7.5,7.58,8.67,8.67,10.0,7.58,7.42
7.0,7.08,7.0,7.25,7.25,10.0,10.0,10.0,7.08,7.17
7.33,7.25,6.92,7.25,7.33,9.33,10.0,10.0,7.08,7.33
6.83,7.17,7.17,7.5,7.08,10.0,10.0,10.0,7.17,6.92
7.17,7.08,7.0,7.5,7.0,10.0,10.0,10.0,6.83,7.25
7.58,7.08,6.83,7.5,7.17,9.33,10.0,10.0,7.17,7.17
7.5,7.42,7.25,7.33,7.42,9.33,9.33,9.33,7.25,7.58
7.75,7.33,7.17,7.67,7.83,9.33,9.33,8.67,7.33,7.33
7.08,7.08,7.25,7.17,7.17,10.0,10.0,10.0,7.0,7.0
7.25,7.08,6.92,7.08,6.92,10.0,10.0,10.0,7.0,7.5
7.0,7.08,7.0,7.5,7.42,9.33,10.0,10.0,7.17,7.25
7.58,7.5,7.67,7.67,7.58,8.0,8.0,10.0,8.0,7.75
7.58,7.08,7.0,7.5,6.92,10.0,10.0,10.0,6.67,7.0
7.58,7.08,6.92,7.5,6.92,10.0,9.33,10.0,6.83,7.58
7.25,7.08,7.0,7.17,7.08,10.0,10.0,10.0,7.0,7.17
7.25,7.17,7.17,7.17,7.0,10.0,10.0,10.0,6.92,7.08
7.33,7.25,7.0,7.08,7.0,10.0,10.0,10.0,7.0,7.08
7.58,7.33,7.5,7.0,7.33,9.33,9.33,9.33,7.67,7.33
7.25,6.83,6.92,7.25,7.08,10.0,10.0,10.0,7.33,7.08
7.42,7.42,7.25,7.42,7.33,9.33,9.33,9.33,7.25,7.58
7.25,7.08,7.0,7.33,7.17,10.0,10.0,10.0,7.0,6.83
6.92,7.17,6.83,7.17,7.08,10.0,10.0,10.0,7.08,7.42
7.5,7.0,6.83,7.08,7.17,10.0,10.0,10.0,7.0,7.08
7.42,7.25,6.83,7.17,6.58,10.0,10.0,10.0,6.83,7.58
7.33,7.17,7.0,7.08,7.0,10.0,10.0,10.0,7.33,6.75
6.92,7.17,7.17,7.08,7.08,10.0,10.0,10.0,7.08,7.17
7.17,7.17,7.0,7.25,6.92,10.0,10.0,10.0,7.17,7.0
7.08,7.0,6.92,7.25,7.08,10.0,10.0,10.0,6.92,7.33
7.25,6.92,6.92,7.25,7.0,10.0,10.0,10.0,6.92,7.33
7.25,7.17,7.0,7.17,7.33,10.0,10.0,10.0,6.92,6.75
7.08,7.0,6.83,7.25,7.0,10.0,10.0,10.0,7.08,7.33
6.92,6.92,7.0,7.25,7.0,10.0,10.0,10.0,7.0,7.42
6.92,7.0,7.17,7.42,7.0,10.0,10.0,10.0,7.0,7.0
7.83,7.5,7.42,7.67,7.5,10.0,6.67,10.0,7.5,7.42
7.25,7.08,6.92,7.58,7.08,9.33,10.0,10.0,7.0,7.25
7.25,7.33,7.0,7.17,7.17,9.33,10.0,10.0,7.0,7.25
7.08,7.33,7.25,7.33,7.42,9.33,9.33,9.33,7.42,7.58
7.25,7.33,6.83,7.0,7.17,10.0,10.0,10.0,6.83,7.0
7.0,6.83,6.83,7.33,7.17,10.0,10.0,10.0,6.83,7.42
7.42,7.25,6.83,7.33,7.08,9.33,10.0,10.0,7.08,7.0
7.42,7.25,6.75,7.42,7.25,9.33,9.33,10.0,7.33,7.25
7.0,7.0,6.83,7.42,6.92,10.0,10.0,10.0,6.83,7.33
7.42,7.17,7.08,7.08,7.08,9.33,10.0,10.0,7.0,7.17
7.17,6.5,6.33,7.58,7.33,10.0,10.0,10.0,7.17,7.25
7.08,6.83,6.83,7.42,7.08,10.0,10.0,10.0,6.75,7.25
7.0,7.0,6.92,7.17,7.08,10.0,10.0,10.0,6.92,7.17
7.33,7.42,7.33,7.5,7.42,8.67,9.33,9.33,7.42,7.42
7.58,7.0,6.75,7.0,6.92,10.0,10.0,10.0,7.0,6.92
7.08,7.0,6.92,7.0,6.92,10.0,10.0,10.0,6.83,7.42
7.25,7.17,6.75,7.0,6.92,10.0,10.0,10.0,6.83,7.25
7.17,7.42,7.5,7.25,7.83,10.0,10.0,6.67,7.33,8.0
7.25,7.08,6.92,7.17,7.17,9.33,10.0,10.0,7.17,7.08
7.17,6.92,6.92,7.17,7.0,10.0,10.0,10.0,6.92,7.08
6.75,6.75,6.83,7.58,7.08,10.0,10.0,10.0,6.92,7.25
7.58,7.67,7.42,7.67,7.67,8.67,8.67,8.67,7.67,7.42
7.42,7.08,6.75,7.33,6.92,10.0,9.33,10.0,6.92,7.33
7.33,7.0,6.92,7.33,7.08,9.33,10.0,10.0,6.83,7.25
7.25,7.08,6.75,7.42,7.0,9.33,10.0,10.0,6.92,7.33
7.17,7.25,7.25,7.25,7.08,9.33,9.33,10.0,7.25,7.17
6.75,6.75,6.42,7.58,7.5,10.0,10.0,10.0,7.25,6.83
7.33,7.17,6.58,7.08,6.83,10.0,10.0,10.0,6.58,7.42
7.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,7.0,7.0
7.67,7.17,7.08,8.0,7.5,8.67,9.33,9.33,7.0,7.25
6.75,7.08,6.67,7.17,7.08,10.0,10.0,10.0,7.0,7.25
7.5,7.17,6.92,7.25,7.0,8.67,10.0,10.0,7.0,7.5
7.17,6.83,6.83,7.17,6.92,10.0,10.0,10.0,6.83,7.25
7.33,7.0,6.75,7.17,7.25,9.33,10.0,10.0,7.0,7.08
7.5,7.0,6.92,6.92,6.75,10.0,10.0,10.0,6.75,7.08
7.17,7.0,6.92,7.0,7.0,10.0,10.0,10.0,6.75,7.0
7.5,6.92,6.92,7.58,7.42,9.33,9.33,9.33,7.17,7.25
7.33,7.08,6.33,7.0,7.0,10.0,10.0,10.0,6.75,7.25
7.25,6.83,6.83,7.17,7.0,10.0,10.0,10.0,6.67,7.0
7.25,7.33,7.17,7.08,7.0,8.67,10.0,10.0,7.0,7.25
7.67,7.17,6.83,7.58,7.17,9.33,10.0,8.67,7.0,7.33
7.0,6.92,6.83,7.17,7.17,10.0,10.0,9.33,7.08,7.17
6.92,6.92,6.67,7.17,6.92,10.0,10.0,10.0,6.83,7.25
7.08,7.0,6.75,7.08,6.92,10.0,10.0,10.0,6.92,6.83
6.83,7.08,6.92,7.25,7.08,10.0,10.0,10.0,6.67,6.75
7.33,7.17,6.92,7.25,7.17,8.67,9.33,10.0,7.17,7.58
6.83,6.75,7.17,7.0,6.92,10.0,10.0,10.0,6.67,7.25
7.0,7.0,6.75,6.92,6.92,10.0,10.0,10.0,6.67,7.33
7.92,7.58,7.58,7.92,7.5,8.0,6.67,10.0,7.5,7.92
7.92,6.83,7.08,6.75,7.33,8.67,9.33,10.0,7.25,7.42
7.25,6.75,6.92,7.25,7.58,9.33,9.33,10.0,7.17,6.92
7.08,6.83,6.83,7.0,6.92,10.0,10.0,10.0,6.83,7.0
7.25,7.17,7.0,7.58,7.08,8.67,10.0,10.0,6.92,6.83
6.83,7.0,6.92,6.92,6.83,10.0,10.0,10.0,6.83,7.08
7.58,7.17,7.0,7.33,7.0,8.0,10.0,10.0,7.17,7.17
7.5,7.75,7.58,7.92,7.92,7.33,8.0,8.67,7.83,7.83
7.17,6.5,6.67,7.17,7.17,10.0,10.0,10.0,6.67,7.0
7.17,7.17,6.5,7.0,6.83,10.0,10.0,10.0,6.5,7.17
7.25,7.25,7.0,7.33,7.42,8.0,9.33,10.0,7.75,7.5
7.17,6.08,6.17,7.33,7.33,10.0,10.0,10.0,7.0,7.25
7.5,7.5,7.33,7.5,7.42,8.67,8.67,8.67,7.42,7.58
7.42,7.33,7.33,7.67,7.75,8.0,8.67,9.33,7.25,7.5
6.92,6.83,6.92,6.92,6.83,10.0,10.0,10.0,6.83,6.92
7.08,6.83,6.67,7.25,6.92,10.0,9.33,10.0,6.75,7.25
7.5,7.08,7.33,7.5,7.5,6.67,10.0,10.0,7.25,7.17
6.83,7.0,6.67,7.0,6.83,10.0,10.0,10.0,6.67,7.0
7.58,7.33,7.5,7.5,7.33,8.0,8.67,9.33,7.33,7.42
7.42,7.25,6.83,7.0,6.92,9.33,9.33,9.33,7.25,7.33
7.33,7.17,6.92,7.33,7.0,9.33,9.33,9.33,7.17,7.08
7.0,6.83,6.83,6.67,6.83,10.0,10.0,10.0,6.67,7.17
7.25,7.33,7.0,7.25,7.08,10.0,10.0,8.0,7.08,7.0
7.42,7.17,7.0,7.67,7.17,8.67,9.33,9.33,7.08,7.17
7.5,7.25,7.42,7.08,6.83,8.67,9.33,10.0,6.83,7.0
7.42,7.25,7.0,7.25,7.08,8.0,10.0,10.0,6.92,7.0
7.17,6.17,6.17,7.33,6.83,10.0,10.0,10.0,7.17,7.08
7.42,7.0,7.0,7.08,7.0,9.33,8.67,10.0,7.17,7.17
7.0,6.75,6.67,7.08,6.83,10.0,10.0,10.0,6.67,6.83
7.0,6.83,6.67,6.83,6.83,10.0,10.0,10.0,6.5,7.17
7.17,6.75,6.58,7.33,7.17,9.33,9.33,10.0,6.67,7.33
7.58,7.67,7.58,7.42,7.42,9.33,9.33,6.0,7.58,7.67
7.17,6.75,6.58,6.83,6.75,10.0,10.0,10.0,6.67,6.75
7.08,6.92,6.33,6.92,7.0,10.0,10.0,10.0,6.17,7.0
7.5,7.33,7.42,7.58,6.92,8.0,8.0,10.0,7.0,7.58
7.33,7.0,6.83,7.17,7.17,9.33,9.33,9.33,6.67,7.17
7.33,7.0,6.67,6.92,6.92,9.33,9.33,10.0,6.83,7.0
6.83,6.83,6.83,6.92,6.92,9.33,10.0,10.0,6.83,6.75
7.08,6.92,6.83,7.58,7.42,8.67,9.33,10.0,6.75,6.67
7.08,7.0,7.0,7.33,7.25,8.67,8.67,10.0,6.92,7.25
7.42,7.75,7.42,7.92,7.83,8.67,5.33,9.33,7.67,7.67
7.67,7.33,7.17,7.17,7.42,9.33,10.0,6.67,7.42,6.67
6.67,6.33,6.42,7.0,6.92,10.0,10.0,10.0,6.58,6.83
6.42,6.5,6.5,6.33,6.92,10.0,10.0,10.0,6.5,7.33
7.17,6.58,6.58,7.25,6.58,9.33,9.33,10.0,6.58,7.0
7.5,7.0,6.83,7.17,7.33,8.67,8.67,8.67,7.0,7.5
6.17,6.5,6.5,7.0,6.83,10.0,10.0,10.0,6.17,7.17
7.25,7.08,6.83,7.33,6.83,8.67,8.67,9.33,7.08,7.17
7.5,7.33,7.33,7.67,7.25,8.0,8.0,8.0,7.5,7.58
7.42,7.0,6.83,6.92,6.83,7.33,10.0,10.0,6.75,7.08
7.33,7.0,6.5,7.58,6.33,9.33,10.0,9.33,6.67,6.08
7.08,6.83,6.83,7.17,7.08,10.0,7.33,10.0,6.58,7.17
6.83,6.83,6.67,7.0,6.83,9.33,8.67,10.0,7.0,6.83
6.83,6.5,6.5,6.75,7.0,9.33,10.0,9.33,6.67,6.92
7.17,7.0,6.83,7.17,7.0,8.0,8.0,10.0,7.0,7.5
7.92,7.58,7.17,7.33,7.17,8.0,8.0,8.0,6.83,7.58
6.67,6.5,6.33,7.17,6.75,8.67,10.0,10.0,6.5,7.0
7.5,7.25,6.92,7.17,6.83,8.0,8.0,10.0,6.83,7.0
7.17,6.92,6.67,7.25,7.75,10.0,6.0,10.0,6.58,6.83
7.25,6.83,6.67,7.17,6.83,10.0,6.67,10.0,6.67,7.08
7.17,7.17,6.83,7.42,6.67,8.67,7.33,10.0,6.75,7.17
7.0,6.92,6.75,7.17,6.83,10.0,6.67,10.0,6.75,6.92
7.08,6.75,6.58,7.0,6.75,8.67,8.67,10.0,6.42,7.0
7.33,6.75,6.67,7.5,7.0,10.0,5.33,10.0,7.0,7.25
6.75,6.5,6.17,7.25,6.75,8.0,10.0,10.0,6.33,7.0
6.75,6.67,6.17,7.0,6.58,8.0,10.0,10.0,6.42,7.17
7.08,7.0,6.83,7.33,6.83,8.0,7.33,10.0,6.75,7.5
7.5,7.25,7.0,7.42,7.33,8.0,8.67,6.67,7.33,7.25
6.5,6.33,6.5,7.33,6.83,8.67,10.0,8.67,6.0,7.5
7.0,6.58,6.67,7.08,6.83,10.0,6.67,10.0,6.67,6.83
6.92,6.42,6.17,7.25,6.75,10.0,6.67,10.0,6.5,7.33
7.67,7.0,7.17,7.33,7.33,10.0,2.67,10.0,7.08,7.58
7.17,7.17,7.17,7.67,6.92,9.33,6.67,6.67,7.33,7.58
7.25,6.58,6.58,7.0,6.42,8.0,8.0,10.0,6.67,7.0
7.0,7.17,6.83,7.0,7.17,8.0,8.0,8.0,7.08,7.17
7.08,7.08,6.92,6.92,6.92,8.0,8.0,8.0,6.92,7.08
8.0,7.33,7.75,7.42,7.67,6.67,6.67,6.67,7.33,7.33
6.92,6.92,6.92,7.58,7.17,6.67,6.67,9.33,6.92,7.5
6.92,6.75,7.08,7.33,6.67,10.0,5.33,8.67,6.42,7.17
6.33,6.5,6.33,6.33,6.5,10.0,6.67,10.0,6.25,6.83
6.92,6.92,6.92,7.17,7.0,10.0,2.67,10.0,6.58,6.92
6.5,6.67,6.42,7.33,6.5,8.0,6.0,10.0,6.42,7.17
6.92,7.0,6.83,7.42,6.92,6.0,6.0,10.0,6.75,6.92
7.0,7.0,6.83,7.33,6.83,6.0,6.0,10.0,6.67,7.0
6.67,6.5,6.17,6.83,6.17,8.0,8.0,8.0,6.33,6.67
7.0,6.17,6.17,6.5,6.17,8.0,8.0,8.0,6.5,6.67
7.0,6.33,6.17,6.67,6.17,8.0,8.0,8.0,6.33,6.5
7.08,6.83,6.25,7.25,6.75,10.0,0.0,10.0,6.75,7.42
6.75,6.58,6.42,7.08,6.67,9.33,6.0,6.0,6.42,6.67
7.25,6.58,6.33,6.42,6.08,6.0,6.0,6.0,6.17,6.25
7.5,6.67,6.67,7.33,6.67,8.0,1.33,1.33,6.67,7.67
